term_id,query,normalized,brand,brand_conf,gender,age_range,colors,sizes,materials,product_tokens
TERM_059397df,uzun fermuarlı hırka,uzun fermuarlı hırka,,0.0,,,,,,fermuarlı hırka
TERM_4fb5618c,gold duvar saat,gold duvar saat,,0.0,,,gold,,,duvar saat
TERM_b153cd0d,kılıç anahtarlık,kılıç anahtarlık,,0.0,,,,,,kılıç anahtarlık
TERM_bb3d8c7b,banyo sabunluk,banyo sabunluk,,0.0,,,,,,banyo sabunluk
TERM_1a186179,karaca cam saklama kabı,karaca cam saklama kabı,karaca,1.0,,,,,cam,saklama kabı
TERM_5e1adba8,beyaz el çantası,beyaz el çantası,,0.0,,,beyaz,,,çantası
TERM_39967002,jelibon,jelibon,,0.0,,,,,,jelibon
TERM_5930483b,leopar desenli pantolon,leopar desenli pantolon,,0.0,,,,,,leopar desenli pantolon
TERM_1e787a20,deripabuc klasik topuklu ayakkabı,deripabuc klasik topuklu ayakkabı,deripabuc,1.0,,,,,,klasik topuklu ayakkabı
TERM_91b1abda,paspas mop,paspas mop,,0.0,,,,,,paspas mop
TERM_03c56dbc,erkek beyaz t-shirt,erkek beyaz t-shirt,,0.0,erkek,,beyaz,,,t-shirt
TERM_4298acbb,erzak saklama kabı,erzak saklama kabı,,0.0,,,,,,erzak saklama kabı
TERM_9d394ef3,weather forecast termos,weather forecast termos,,0.0,,,,,,weather forecast termos
TERM_febb1868,agt,agt,,0.0,,,,,,agt
TERM_b5c70bc0,evvahe,evvahe,,0.0,,,,,,evvahe
TERM_872b9c1e,çay kahve makinesi,çay kahve makinesi,,0.0,,,,,,çay kahve makinesi
TERM_1ddb5c6a,klasik gitar,klasik gitar,,0.0,,,,,,klasik gitar
TERM_b9c62c4e,keçeli kalem,keçeli kalem,,0.0,,,,,,keçeli kalem
TERM_1dfe3090,versace erkek parfüm,versace erkek parfüm,versace,1.0,erkek,,,,,parfüm
TERM_91978ffb,samsung a52,samsung a52,samsung,0.948,,,,,,a52
TERM_2896fc2c,stress topu,stress topu,,0.0,,,,,,stress topu
TERM_328bb3b8,dearling tıraş makinesi,dearling tıraş makinesi,,0.0,,,,,,dearling tıraş makinesi
TERM_8cd89ed5,ugg çocuk bot,ugg çocuk bot,ugg,1.0,,çocuk,,,,bot
TERM_640769e3,çay demleme poşeti,çay demleme poşeti,,0.0,,,,,,çay demleme poşeti
TERM_2fab4ddf,köpek vitamini,köpek vitamini,,0.0,,,,,,köpek vitamini
TERM_879a27fd,dekor,dekor,,0.0,,,,,,dekor
TERM_b2f05485,manc çanta,manc çanta,,0.0,,,,,,manc çanta
TERM_e55c6f25,kiko allık,kiko allık,kiko,1.0,,,,,,allık
TERM_7b2ee396,banyo duş başlığı,banyo duş başlığı,,0.0,,,,,,banyo duş başlığı
TERM_671e1b55,lumberjack yağmurluk & rüzgarlık,lumberjack yağmurluk & rüzgarlık,lumberjack,1.0,,,,,,yağmurluk rüzgarlık
TERM_f86cb0fb,kadın kapüşonlu sweatshirt,kadın kapüşonlu sweatshirt,,0.0,kadın,,,,,kapüşonlu sweatshirt
TERM_a42fc72d,süs çiçek,süs çiçek,,0.0,,,,,,süs çiçek
TERM_ad143dce,tek kişilik yatak örtüleri,tek kişilik yatak örtüleri,,0.0,,,,,,tek kişilik yatak örtüleri
TERM_7d3390ef,küçük saz,küçük saz,,0.0,,,,,,saz
TERM_697cb308,madame coco kupa,madame coco kupa,madame,1.0,,,,,,coco kupa
TERM_6fa4d900,vibe oto hoparlör,vibe oto hoparlör,,0.0,,,,,,vibe oto hoparlör
TERM_007551ad,kadın kışlık bot,kadın kışlık bot,,0.0,kadın,,,,,kışlık bot
TERM_e7358fff,arçelik telve kahve makinesi cezvesi,arçelik telve kahve makinesi cezvesi,arçelik,1.0,,,,,,telve kahve makinesi cezvesi
TERM_9fbbde24,estel,estel,,0.0,,,,,,estel
TERM_44e4ece8,büyük koli,büyük koli,,0.0,,,,,,koli
TERM_4d913005,ekol kadın gömlek,ekol kadın gömlek,ekol,1.0,kadın,,,,,gömlek
TERM_be039fe1,altus su isıtıcı & kettle,altus su isıtıcı & kettle,altus,1.0,,,,,,isıtıcı kettle
TERM_2ee76af9,kehribar kolye,kehribar kolye,,0.0,,,,,,kehribar kolye
TERM_1870c10f,beaulis ruj,beaulis ruj,beaulis,1.0,,,,,,ruj
TERM_9176bd78,lykd kaş kalemi,lykd kaş kalemi,lykd,1.0,,,,,,kaş kalemi
TERM_8ba01843,kum torbası,kum torbası,,0.0,,,,,,kum torbası
TERM_df8b3d64,oyuncak alışveriş sepeti,oyuncak alışveriş sepeti,,0.0,,,,,,oyuncak alışveriş sepeti
TERM_aaee26cc,nike spor ayakkabı,nike spor ayakkabı,nike,1.0,,,,,,spor ayakkabı
TERM_f54350ce,lc waikiki sweatshirt,lc waikiki sweatshirt,lc,1.0,,,,,,sweatshirt
TERM_67aefc82,baby yoda,baby yoda,,0.0,,,,,,baby yoda
TERM_ec9d97fe,tümosan,tümosan,,0.0,,,,,,tümosan
TERM_ed600a6f,kadın deri mont,kadın deri mont,,0.0,kadın,,,,deri,mont
TERM_3a49c407,yüz nemlendiricisi,yüz nemlendiricisi,,0.0,,,,,,yüz nemlendiricisi
TERM_694c9806,kadın ekru pantolon,kadın ekru pantolon,,0.0,kadın,,ekru,,,pantolon
TERM_8223841a,araç şarj cihazı,araç şarj cihazı,,0.0,,,,,,araç şarj cihazı
TERM_02714707,yuka atelier omuz çantası,yuka atelier omuz çantası,yuka,0.8,,,,,,atelier omuz çantası
TERM_d1e5aaf7,küçük halı,küçük halı,,0.0,,,,,,halı
TERM_dc1a92ea,yaya by hotiç casual ayakkabı,yaya by hotiç casual ayakkabı,yaya,1.0,,,,,,hotiç casual ayakkabı
TERM_890d1d07,hediyelik çikolata kutusu,hediyelik çikolata kutusu,,0.0,,,,,,hediyelik çikolata kutusu
TERM_14fed505,fotoğraflı kupa bardak,fotoğraflı kupa bardak,,0.0,,,,,,fotoğraflı kupa bardak
TERM_e35feb20,sabunluk,sabunluk,,0.0,,,,,,sabunluk
TERM_bc8ac721,si,si,,0.0,,,,,,
TERM_3c521f4f,ünalcarpet,ünalcarpet,,0.0,,,,,,ünalcarpet
TERM_3a3cd6cb,banyo lambası,banyo lambası,,0.0,,,,,,banyo lambası
TERM_5131d8a7,yatak örtüsü çeyiz seti,yatak örtüsü çeyiz seti,,0.0,,,,,,yatak örtüsü çeyiz seti
TERM_d7f607f9,takım çantası alet kutusu,takım çantası alet kutusu,bosch,1.0,,,,,,takım çantası kutusu
TERM_1c0ba52d,polo sweat,polo sweat,,0.0,,,,,,polo sweat
TERM_db2c1cb8,bebek yatak alezi,bebek yatak alezi,,0.0,,bebek,,,,yatak alezi
TERM_04fcfdec,şelale musluk,şelale musluk,,0.0,,,,,,şelale musluk
TERM_65ce4e01,karaca 6 lı fincan takımı,karaca 6 lı fincan takımı,karaca,1.0,,,,,,fincan takımı
TERM_1ba6493a,arçelik davlumbaz karbon filtre,arçelik davlumbaz karbon filtre,arçelik,1.0,,,,,,davlumbaz karbon filtre
TERM_6c8cdc2c,chicco tırnak bakım seti,chicco tırnak bakım seti,chicco,1.0,,,,,,tırnak bakım seti
TERM_eea5e33b,iphone 17 ekran koruyucu,iphone 17 ekran koruyucu,,0.0,,,,,,iphone ekran koruyucu
TERM_7368a3cf,dikiş seti,dikiş seti,,0.0,,,,,,dikiş seti
TERM_cdb413b5,embeauty şampuan,embeauty şampuan,,0.0,,,,,,embeauty şampuan
TERM_998a6592,snaker spor ayakkabı,snaker spor ayakkabı,,0.0,,,,,,snaker spor ayakkabı
TERM_af531e5e,acuvue lens solüsyonu,acuvue lens solüsyonu,,0.0,,,,,,acuvue lens solüsyonu
TERM_7a215e0d,scooter kaskı,scooter kaskı,,0.0,,,,,,scooter kaskı
TERM_10e89a5a,streç çizme,streç çizme,,0.0,,,,,,streç çizme
TERM_b1b0e8ea,bioblas şampuan,bioblas şampuan,,0.0,,,,,,bioblas şampuan
TERM_485452a6,lkyd,lkyd,,0.0,,,,,,lkyd
TERM_b6f85100,levidor elbise,levidor elbise,levidor,1.0,,,,,,elbise
TERM_c7b2bb25,sketchbook,sketchbook,,0.0,,,,,,sketchbook
TERM_f83164b7,motek,motek,,0.0,,,,,,motek
TERM_1aa3e6f9,çoraplı pantolon,çoraplı pantolon,melekpare,0.75,,,,,,pantolon
TERM_1ec1b928,loreal teleskopik rimel,loreal teleskopik rimel,l'oreal,0.931,,,,,,teleskopik rimel
TERM_4604e9a8,karaca tava seti,karaca tava seti,karaca,1.0,,,,,,tava seti
TERM_70e361dd,adidas halı saha krampon,adidas halı saha krampon,adidas,1.0,,,,,,halı saha krampon
TERM_c47d0757,cep parfüm şişesi,cep parfüm şişesi,,0.0,,,,,,cep parfüm şişesi
TERM_3ade5f66,lee erkek gömlek,lee erkek gömlek,lee,1.0,erkek,,,,,gömlek
TERM_4e07363e,soho kadın terlik,soho kadın terlik,soho,1.0,kadın,,,,,terlik
TERM_7133aa1d,kabak kesesi,kabak kesesi,,0.0,,,,,,kabak kesesi
TERM_29d1832f,ahşap kesme tahtası,ahşap kesme tahtası,,0.0,,,,,ahşap,kesme tahtası
TERM_2a4f1aab,etiket arma,etiket arma,,0.0,,,,,,etiket arma
TERM_8c784f56,4 toplu avize,4 toplu avize,,0.0,,,,,,toplu avize
TERM_9eea5bde,philips buharlı ütü,philips buharlı ütü,philips,1.0,,,,,,buharlı ütü
TERM_12d50859,vienev buzdolabı düzenleyici,vienev buzdolabı düzenleyici,vienev,1.0,,,,,,buzdolabı düzenleyici
TERM_3cc62607,gold yemek takımı,gold yemek takımı,,0.0,,,gold,,,yemek takımı
TERM_a1883089,emaye bakraç,emaye bakraç,,0.0,,,,,,emaye bakraç
TERM_da655e11,english home fotoğraf çerçevesi,english home fotoğraf çerçevesi,english,0.974,,,,,,home fotoğraf çerçevesi
TERM_0aae50a5,yatak odası fon perde,yatak odası fon perde,,0.0,,,,,,yatak odası fon perde
TERM_1daf7e04,air force ayakkabı,air force ayakkabı,,0.0,,,,,,air force ayakkabı
TERM_5eeba1b9,xiomi telefon,xiomi telefon,xiaomi,1.0,,,,,,telefon
TERM_a65adf42,civil bebek body zıbın,civil bebek body zıbın,civil,1.0,,bebek,,,,body zıbın
TERM_4298ec0e,gabrini maskara,gabrini maskara,,0.0,,,,,,gabrini maskara
TERM_b2f66ab7,bakır dil temizleyici,bakır dil temizleyici,,0.0,,,,,,bakır dil temizleyici
TERM_056c1334,samsung galaxy tab s10 fe tablet,samsung galaxy tab s10 fe tablet,samsung,0.948,,,,,,galaxy tab s10 tablet
TERM_9468f0f0,slime,slime,,0.0,,,,,,slime
TERM_babb042d,roblox,roblox,,0.0,,,,,,roblox
TERM_3db19cdf,damar otu,damar otu,,0.0,,,,,,damar otu
TERM_ae33c5f9,sehba takımı,sehba takımı,,0.0,,,,,,sehba takımı
TERM_8421fcd5,opel astra j kasa paspas,opel astra j kasa paspas,,0.0,,,,,,opel astra kasa paspas
TERM_9d0fd547,hello kitty kıyafet,hello kitty kıyafet,,0.0,,,,,,hello kitty kıyafet
TERM_6d1ad1f9,çiçeklik,çiçeklik,,0.0,,,,,,çiçeklik
TERM_9d004b34,spor ayakabı kız çocuk,spor ayakabı kız çocuk,adidas,0.8,kadın,çocuk,,,,spor
TERM_c9d12cef,norway geographical,norway geographical,,0.0,,,,,,norway geographical
TERM_2b273c1e,pearly,pearly,,0.0,,,,,,pearly
TERM_9fbb6957,emsan çelik saklama kabı,emsan çelik saklama kabı,emsan,1.0,,,,,,çelik saklama kabı
TERM_c193160d,kırık fön fırçası,kırık fön fırçası,,0.0,,,,,,kırık fön fırçası
TERM_4d798f7f,kovboy şapka,kovboy şapka,,0.0,,,,,,kovboy şapka
TERM_42b17a36,deri görünümlü pantolon,deri görünümlü pantolon,,0.0,,,,,deri,görünümlü pantolon
TERM_46936674,karnıyarık tenceresi,karnıyarık tenceresi,,0.0,,,,,,karnıyarık tenceresi
TERM_fdde290f,taç nevresim,taç nevresim,,0.0,,,,,,taç nevresim
TERM_a580b18e,kalıcı kadın parfüm,kalıcı kadın parfüm,,0.0,kadın,,,,,kalıcı parfüm
TERM_97bb7bb0,erkek çocuk zıbın,erkek çocuk zıbın,,0.0,erkek,çocuk,,,,zıbın
TERM_62f3f921,peynir sunumu,peynir sunumu,,0.0,,,,,,peynir sunumu
TERM_7c37ffcf,tefal el blender,tefal el blender,tefal,1.0,,,,,,blender
TERM_9e719bbb,ekol büyük beden,ekol büyük beden,ekol,1.0,,,,,,beden
TERM_fee93137,danger ceket,danger ceket,,0.0,,,,,,danger ceket
TERM_13b9338f,açılır koltuk,açılır koltuk,,0.0,,,,,,açılır koltuk
TERM_f8ad332e,bargello 272,bargello 272,bargello,1.0,,,,,,
TERM_0254c15e,viks krem,viks krem,,0.0,,,krem,,,viks
TERM_a8288daf,vicco kız bebek,vicco kız bebek,vicco,1.0,kadın,bebek,,,,
TERM_4ef9a50a,loreal tonik,loreal tonik,l'oreal,0.931,,,,,,tonik
TERM_7e32e7c2,küçük şişeler,küçük şişeler,,0.0,,,,,,şişeler
TERM_a9cfd93b,bebek avakado,bebek avakado,,0.0,,bebek,,,,avakado
TERM_46ef4c4a,çocuk tekerlekli ayakkabı,çocuk tekerlekli ayakkabı,,0.0,,çocuk,,,,tekerlekli ayakkabı
TERM_d0bbb182,preworkout,preworkout,,0.0,,,,,,preworkout
TERM_80c32884,fenerbahçe poster,fenerbahçe poster,fenerbahçe,0.95,,,,,,poster
TERM_28207739,oto panjur izgarası,oto panjur izgarası,,0.0,,,,,,oto panjur izgarası
TERM_c21740eb,nascita kapatıcı fırçası,nascita kapatıcı fırçası,nascita,1.0,,,,,,kapatıcı fırçası
TERM_ea817486,monstera,monstera,,0.0,,,,,,monstera
TERM_f7267639,wet n wild göz farı,wet n wild göz farı,wet,1.0,,,,,,wild göz farı
TERM_777eda7d,keçe oyuncak dikiş seti,keçe oyuncak dikiş seti,,0.0,,,,,,keçe oyuncak dikiş seti
TERM_f97bc577,bozkurt,bozkurt,,0.0,,,,,,bozkurt
TERM_37df9495,kadın kot ceket tesettür,kadın kot ceket tesettür,,0.0,kadın,,,,,kot ceket tesettür
TERM_e0ab9185,stanley çelik termos,stanley çelik termos,stanley,1.0,,,,,,çelik termos
TERM_0bf55cc4,gri palazzo pantolon,gri palazzo pantolon,,0.0,,,gri,,,palazzo pantolon
TERM_905336dc,avon incandessence vücut spreyi,avon incandessence vücut spreyi,avon,1.0,,,,,,incandessence vücut spreyi
TERM_1fd45c99,elseve mucizevi yağ,elseve mucizevi yağ,elseve,1.0,,,,,,mucizevi yağ
TERM_67cab0f4,laroche,laroche,,0.0,,,,,,laroche
TERM_8bbe1632,şişme araba yatağı,şişme araba yatağı,,0.0,,,,,,şişme araba yatağı
TERM_7ffb2bfd,koltuk kolu sehpası,koltuk kolu sehpası,,0.0,,,,,,koltuk kolu sehpası
TERM_27cb596e,tesettür tunik takım,tesettür tunik takım,,0.0,,,,,,tesettür tunik takım
TERM_901088da,adidas galaxy 7,adidas galaxy 7,adidas,1.0,,,,,,galaxy
TERM_f02c504c,tek nevresim,tek nevresim,,0.0,,,,,,tek nevresim
TERM_d2e6be3b,beta yemi,beta yemi,,0.0,,,,,,beta yemi
TERM_fd115ed9,altus televizyon,altus televizyon,altus,1.0,,,,,,televizyon
TERM_53214270,sayaçlı atlama ipi,sayaçlı atlama ipi,,0.0,,,,,,sayaçlı atlama ipi
TERM_65dc1aeb,kırmızı emaye çaydanlık,kırmızı emaye çaydanlık,,0.0,,,kırmızı,,,emaye çaydanlık
TERM_31e55cf0,adidas futbol topu,adidas futbol topu,adidas,1.0,,,,,,futbol topu
TERM_7c43d504,buzdolabı raf örtüsü,buzdolabı raf örtüsü,,0.0,,,,,,buzdolabı raf örtüsü
TERM_af23ab8e,defacto erkek kot pantolon,defacto erkek kot pantolon,defacto,1.0,erkek,,,,,kot pantolon
TERM_f64149f3,buz makinesi,buz makinesi,,0.0,,,,,,buz makinesi
TERM_eca1e890,imanor,imanor,,0.0,,,,,,imanor
TERM_9be4dad3,dosya dolabı,dosya dolabı,,0.0,,,,,,dosya dolabı
TERM_564056cc,yemek masası takımı,yemek masası takımı,,0.0,,,,,,yemek masası takımı
TERM_c7378562,kışlık tulum,kışlık tulum,,0.0,,,,,,kışlık tulum
TERM_5c7e637b,mavaux,mavaux,,0.0,,,,,,mavaux
TERM_9f6b9037,puma erkek ceket,puma erkek ceket,puma,1.0,erkek,,,,,ceket
TERM_8b5cedc3,stich peluş oyuncak,stich peluş oyuncak,,0.0,,,,,,stich peluş oyuncak
TERM_efa8d6c1,logitech oyuncu mouseları,logitech oyuncu mouseları,logitech,1.0,,,,,,oyuncu mouseları
TERM_2a289edd,uçucu yağlar,uçucu yağlar,,0.0,,,,,,uçucu yağlar
TERM_611c933f,klasik deri ayakkabı,klasik deri ayakkabı,,0.0,,,,,deri,klasik ayakkabı
TERM_4ac1cf81,iphone 13 kamera lensi,iphone 13 kamera lensi,,0.0,,,,,,iphone kamera lensi
TERM_d202ed74,avon kadın,avon kadın,avon,1.0,kadın,,,,,
TERM_8460893b,kişisel gelişim psikoloji,kişisel gelişim psikoloji,,0.0,,,,,,kişisel gelişim psikoloji
TERM_7c68c442,nike çocuk ayakkabı,nike çocuk ayakkabı,nike,1.0,,çocuk,,,,ayakkabı
TERM_49f0556f,tampax,tampax,,0.0,,,,,,tampax
TERM_d2526d95,örgülü kazak,örgülü kazak,,0.0,,,,,,örgülü kazak
TERM_24961cfb,32 gb micro sd kart,32 gb micro sd kart,sandisk,0.75,,,,32gb,,kart
TERM_e874bf85,tesettür kot ceket,tesettür kot ceket,,0.0,,,,,,tesettür kot ceket
TERM_5bf94efb,ginzing,ginzing,,0.0,,,,,,ginzing
TERM_cf5e3a68,3m,3m,,0.0,,,,,,
TERM_fdd65f0b,etek üstü gömlek,etek üstü gömlek,,0.0,,,,,,etek üstü gömlek
TERM_cbae3a3f,sma 1,sma 1,sma,1.0,,,,,,
TERM_60c6fd2f,3 lü çanta,3 lü çanta,,0.0,,,,,,çanta
TERM_d2297689,topuz,topuz,,0.0,,,,,,topuz
TERM_d5bfd258,new balance kız çocuk spor ayakkabı,new balance kız çocuk spor ayakkabı,new,0.947,kadın,çocuk,,,,new spor ayakkabı
TERM_254c52fa,melisa çayı,melisa çayı,,0.0,,,,,,melisa çayı
TERM_b8b7f001,nine west terlik,nine west terlik,nine,1.0,,,,,,west terlik
TERM_00574954,erkek bebek şişme yelek,erkek bebek şişme yelek,,0.0,erkek,bebek,,,,şişme yelek
TERM_9979d885,ds damat erkek mont,ds damat erkek mont,,0.0,erkek,,,,,damat mont
TERM_754888a1,oyuncu koltuğu,oyuncu koltuğu,,0.0,,,,,,oyuncu koltuğu
TERM_e2d9a74d,bebek pantolon,bebek pantolon,,0.0,,bebek,,,,pantolon
TERM_76874457,wifi dağıtıcı,wifi dağıtıcı,,0.0,,,,,,wifi dağıtıcı
TERM_59757182,ponpon,ponpon,,0.0,,,,,,ponpon
TERM_0c6a3fe7,kuru incir,kuru incir,,0.0,,,,,,kuru incir
TERM_010ec01d,avene cica,avene cica,avene,1.0,,,,,,cica
TERM_6086c22f,erkek gözlüğü,erkek gözlüğü,,0.0,erkek,,,,,gözlüğü
TERM_45a5d9ff,intergo yan sehpa,intergo yan sehpa,,0.0,,,,,,intergo yan sehpa
TERM_7fef658c,happy birthday,happy birthday,,0.0,,,,,,happy birthday
TERM_ba33d88f,imac,imac,,0.0,,,,,,imac
TERM_17abab55,beko çaycı,beko çaycı,beko,1.0,,,,,,çaycı
TERM_297af46f,samsung torbasız süpürge,samsung torbasız süpürge,samsung,0.948,,,,,,torbasız süpürge
TERM_fc92e495,bonacibo,bonacibo,,0.0,,,,,,bonacibo
TERM_55934250,zeytin yağı,zeytin yağı,,0.0,,,,,,zeytin yağı
TERM_52213e9b,illusione fragrance parfüm,illusione fragrance parfüm,,0.0,,,,,,illusione fragrance parfüm
TERM_8f98a0aa,beşik modelleri,beşik modelleri,,0.0,,,,,,beşik modelleri
TERM_5e0bf6d9,grimelange sweatshirt,grimelange sweatshirt,grimelange,1.0,,,,,,sweatshirt
TERM_ea7f5be7,seyahat sistem bebek arabası,seyahat sistem bebek arabası,,0.0,,bebek,,,,seyahat sistem arabası
TERM_e19c2fd7,"erkek saat,erkek kol saati","erkek saat,erkek kol saati",,0.0,erkek,,,,,"saat,erkek kol saati"
TERM_1c102d06,masa takvimi,masa takvimi,,0.0,,,,,,masa takvimi
TERM_05a83daf,sınav hazırlık kitabı,sınav hazırlık kitabı,,0.0,,,,,,sınav hazırlık kitabı
TERM_d2355305,deliksiz burun piercing,deliksiz burun piercing,karınca,0.75,,,,,,deliksiz burun
TERM_adf96b64,kadın capraz omuz çantası,kadın capraz omuz çantası,,0.0,kadın,,,,,capraz omuz çantası
TERM_b762f4c5,kurutulmuş papatya,kurutulmuş papatya,,0.0,,,,,,kurutulmuş papatya
TERM_9b66db77,doğan kitap,doğan kitap,,0.0,,,,,,doğan kitap
TERM_586bc13a,lava tava,lava tava,lava,1.0,,,,,,tava
TERM_272e03e5,çocuk multivitamin,çocuk multivitamin,,0.0,,çocuk,,,,multivitamin
TERM_03def04d,roborox robot süpürge,roborox robot süpürge,,0.0,,,,,,roborox robot süpürge
TERM_6af0bc70,fırın,fırın,,0.0,,,,,,fırın
TERM_4a321d72,haşado taekwondo,haşado taekwondo,,0.0,,,,,,haşado taekwondo
TERM_07001d75,kısa çizme,kısa çizme,,0.0,,,,,,çizme
TERM_b64c1db0,6 lı fincan,6 lı fincan,,0.0,,,,,,fincan
TERM_78cdf5b1,destekli hurç,destekli hurç,,0.0,,,,,,destekli hurç
TERM_dc41c266,bej çanta,bej çanta,,0.0,,,bej,,,çanta
TERM_fb922da1,kız bebek kazak,kız bebek kazak,,0.0,kadın,bebek,,,,kazak
TERM_01844fe7,termal kamera,termal kamera,,0.0,,,,,,termal kamera
TERM_eb72b913,rgb mekanik klavye,rgb mekanik klavye,,0.0,,,,,,rgb mekanik klavye
TERM_a5b7dcf0,20 cm tencere,20 cm tencere,,0.0,,,,20cm,,tencere
TERM_eee0265a,roy jones terlik,roy jones terlik,,0.0,,,,,,roy jones terlik
TERM_e35088aa,dalan sıvı sabun,dalan sıvı sabun,,0.0,,,,,,dalan sıvı sabun
TERM_e91dc13d,park demiri,park demiri,,0.0,,,,,,park demiri
TERM_62535d41,bıttım sabunu,bıttım sabunu,,0.0,,,,,,bıttım sabunu
TERM_c53a8719,battal boy nevresim,battal boy nevresim,,0.0,,,,,,battal boy nevresim
TERM_1b9f9d56,bitki toprağı,bitki toprağı,tropikal,0.75,,,,,,bitki
TERM_b8603d36,dalin vazelin,dalin vazelin,dalin,1.0,,,,,,vazelin
TERM_0a5712fe,yataş çift kişilik pike & pike takımı,yataş çift kişilik pike & pike takımı,yataş,1.0,,,,,,çift kişilik pike pike takımı
TERM_5fc63f18,honor pad 10 ekran koruyucu,honor pad 10 ekran koruyucu,honor,0.778,,,,,,pad ekran koruyucu
TERM_1868aefa,artemis halı halı,artemis halı halı,,0.0,,,,,,artemis halı halı
TERM_e9fc42d2,koton çocuk sweatshirt,koton çocuk sweatshirt,koton,1.0,,çocuk,,,,sweatshirt
TERM_f2039d56,fincan standı,fincan standı,,0.0,,,,,,fincan standı
TERM_dff94d21,adalet terazisi,adalet terazisi,,0.0,,,,,,adalet terazisi
TERM_c80d460f,sheida,sheida,,0.0,,,,,,sheida
TERM_97d0ac98,balkon köşe takımı,balkon köşe takımı,,0.0,,,,,,balkon köşe takımı
TERM_df0ea1b3,kahve sunum tepsisi,kahve sunum tepsisi,,0.0,,,,,,kahve sunum tepsisi
TERM_c03d9f04,sarımsak rendesi,sarımsak rendesi,,0.0,,,,,,sarımsak rendesi
TERM_7324d088,kong köpek oyuncağı,kong köpek oyuncağı,,0.0,,,,,,kong köpek oyuncağı
TERM_ca59462d,led aplik,led aplik,,0.0,,,,,,led aplik
TERM_2b0b449e,bulaşık makinası temizleyici,bulaşık makinası temizleyici,,0.0,,,,,,bulaşık makinası temizleyici
TERM_02f7d40e,reebok saat,reebok saat,reebok,1.0,,,,,,saat
TERM_c6e02555,gold kırlent,gold kırlent,,0.0,,,gold,,,kırlent
TERM_33c668d0,kadın çoklu küpe,kadın çoklu küpe,,0.0,kadın,,,,,çoklu küpe
TERM_092dfbeb,tv ekran koruyucu,tv ekran koruyucu,,0.0,,,,,,ekran koruyucu
TERM_bff44e8c,cooker termos,cooker termos,cooker,1.0,,,,,,termos
TERM_bb64e1ff,penye mood pijama takımı,penye mood pijama takımı,,0.0,,,,,,penye mood pijama takımı
TERM_cd721d95,tavana sıfır led,tavana sıfır led,,0.0,,,,,,tavana sıfır led
TERM_444693a1,pilates ekipmanı,pilates ekipmanı,delta,0.8,,,,,,ekipmanı
TERM_e9daf227,mavi gömlek,mavi gömlek,,0.0,,,mavi,,,gömlek
TERM_593c3a6c,funko pop,funko pop,,0.0,,,,,,funko pop
TERM_2b670258,revlon saç kurutma makinesi,revlon saç kurutma makinesi,,0.0,,,,,,revlon saç kurutma makinesi
TERM_c79ea8f7,6 kişilik porselen yemek takımı,6 kişilik porselen yemek takımı,,0.0,,,,,,kişilik porselen yemek takımı
TERM_995b8479,beyaz ceket,beyaz ceket,,0.0,,,beyaz,,,ceket
TERM_43d1b812,electrolux buzdolabı,electrolux buzdolabı,electrolux,1.0,,,,,,buzdolabı
TERM_4787b6cb,nyx lip,nyx lip,nyx,1.0,,,,,,lip
TERM_73a240e9,baklava desenli hırka,baklava desenli hırka,,0.0,,,,,,baklava desenli hırka
TERM_f049ec7b,xiaomi redmi note,xiaomi redmi note,xiaomi,1.0,,,,,,redmi note
TERM_f3bf750c,sephora ruj,sephora ruj,sephora,1.0,,,,,,ruj
TERM_dfdaf464,saçsız bebek tokası,saçsız bebek tokası,,0.0,,bebek,,,,saçsız tokası
TERM_b1310858,neutron kamera,neutron kamera,,0.0,,,,,,neutron kamera
TERM_4e5dcef4,köpekler için balık yağı,köpekler için balık yağı,,0.0,,,,,,köpekler balık yağı
TERM_22adec7f,kadın short,kadın short,,0.0,kadın,,,,,short
TERM_76ceebbc,dexart,dexart,,0.0,,,,,,dexart
TERM_4bb29285,seramik tava,seramik tava,,0.0,,,,,seramik,tava
TERM_73965d3b,mıknatıslı kolye,mıknatıslı kolye,,0.0,,,,,,mıknatıslı kolye
TERM_5033e83a,diş protez temizleme tableti,diş protez temizleme tableti,,0.0,,,,,,diş protez temizleme tableti
TERM_4154341d,kiwi buharlı dikey ütü,kiwi buharlı dikey ütü,kiwi,1.0,,,,,,buharlı dikey ütü
TERM_a4f364ee,uyku seyi,uyku seyi,,0.0,,,,,,uyku seyi
TERM_3bfb238c,bayan tesettür takım,bayan tesettür takım,,0.0,kadın,,,,,tesettür takım
TERM_389712fa,çocuk boks eldiveni,çocuk boks eldiveni,,0.0,,çocuk,,,,boks eldiveni
TERM_70299d15,defne home koltuk örtüsü,defne home koltuk örtüsü,,0.0,,,,,,defne home koltuk örtüsü
TERM_1d07d43d,c vitamini,c vitamini,,0.0,,,,,,vitamini
TERM_1c9546db,araç içi ön ve arka kamera,araç içi ön ve arka kamera,,0.0,,,,,,araç içi arka kamera
TERM_c59f21c1,infinix android cep telefonu,infinix android cep telefonu,,0.0,,,,,,infinix android cep telefonu
TERM_e8455add,erkek kadife gömlek,erkek kadife gömlek,,0.0,erkek,,,,kadife,gömlek
TERM_a226227f,jüt kilim,jüt kilim,mavaux,0.8,,,,,,kilim
TERM_e0abac46,ecco,ecco,,0.0,,,,,,ecco
