query,title,brand,main_category,oof_proba,bert_score,fuzz_set,head_in_title,product_type_cover
çocuk oyuncak,galatasaray salaş aslan anahtarlık u231378,gsstore,anne & bebek & çocuk,0.9334352,0.00020992756,0.18181818181818188,0.0,0.0
çocuk oyuncak,montessori eğitici ahşap oyuncak – ahşap gökkuşağı ve renkli keçe topları,zoziva,anne & bebek & çocuk,0.9948144,0.93652344,0.7,1.0,1.0
çocuk oyuncak,hello kitty 35 cm ithal peluş oyuncak hello kıtty büyük boy 2 li,ailenizin oyuncakçısı,anne & bebek & çocuk,0.9972193,0.98583984,0.7,1.0,1.0
çocuk oyuncak,3'ü 1 arada ahşap alfabe & rakamlar(sayılar) & geometri - bultak eğitici oyuncak 3 boyutlu,bundera,anne & bebek & çocuk,0.9953825,0.97021484,0.7,1.0,1.0
çocuk oyuncak,sukuşi kapta unicorn pembe kokulu yavaş yükselen squishy 15 cm.,brother toys,anne & bebek & çocuk,0.98997074,0.9892578,0.2105263157894737,0.0,0.0
çocuk oyuncak,sevgiliye hediye büyük boy harika peluş çilek tavşan havuç,happy toys,anne & bebek & çocuk,0.99358606,0.9868164,0.22535211267605632,0.0,0.0
çocuk oyuncak,metropol,ks games,anne & bebek & çocuk,0.99802476,0.9941406,0.19047619047619052,0.0,0.0
çocuk oyuncak,oyuncak masal anlatan kostümlü bebeğim 662188,erpa,anne & bebek & çocuk,0.92319894,0.0070648193,0.7,1.0,1.0
çocuk oyuncak,"sevimli peluş maymun oyuncak , elleri yapışabilen 70 cm",sole,anne & bebek & çocuk,0.9879809,0.21936035,0.7,1.0,1.0
çocuk oyuncak,dedektif oyunu firavun suikast cinayet çözme oyunu katili bulma oyunu dedektiflik oyunu dava dosyası,çözülmemiş davalar,anne & bebek & çocuk,0.82065886,0.00013136864,0.1894736842105263,0.0,0.0
çocuk oyuncak,2 adet ks games reversi kutu oyunu,pariles,anne & bebek & çocuk,0.9573936,0.0016288757,0.21276595744680848,0.0,0.0
çocuk oyuncak,tüm bebeklere uygun cırt cırt vakti baby girl ve baby boy 9-16 ay,çocuk akademi,kitap,0.95717776,0.9892578,0.23529411764705885,0.0,0.0
çocuk oyuncak,patlayan kafalar kart oyunu kutu oyunu arkadaş aile oyunu,kuzgun games,anne & bebek & çocuk,0.94682354,0.012870789,0.17241379310344826,0.0,0.0
çocuk oyuncak,ahşap oyuncak waldorf fotoğraf makinesi eğitici bebek kamera montessori 1 adet,baykuş craft mimarlık,anne & bebek & çocuk,0.899276,0.00022697449,0.7,1.0,1.0
çocuk oyuncak,pratik zeka 2 akıl oyunları,redka,anne & bebek & çocuk,0.9683649,0.009300232,0.4,0.0,0.0
çocuk oyuncak,buzlar ülkesi mutfak seti,uçar oyuncak,anne & bebek & çocuk,0.99394137,0.99072266,0.26315789473684204,0.0,0.0
çocuk oyuncak,plastik mangala mancala stratejik akil ve zeka oyunu ibis plastik,hobi eğitim,anne & bebek & çocuk,0.9477567,0.00017130375,0.22857142857142862,0.0,0.0
çocuk oyuncak,47908 hareketli sesli sevimli köpek terrier fabbatoys,sunman,anne & bebek & çocuk,0.9703441,0.00042891502,0.18181818181818188,0.0,0.0
çocuk oyuncak,"fisher-price eğlen & öğren yaşa göre gelişim eğitici köpekçik (türkçe) sesli, işıklı oyun arkadaşı",fisher price,anne & bebek & çocuk,0.993303,0.98583984,0.1261261261261261,0.0,0.0
çocuk oyuncak,dedektif oyunu 4 farklı dava dosyası tek paket cinayet çözme katil kim suçlu bulma oyunu,mus kutu oyunları,anne & bebek & çocuk,0.8805481,0.00011867285,0.2105263157894737,0.0,0.0
çocuk oyuncak,"uyku arkadaşım yumuşak yastık peluş ayıcık 65 cm,",pufu toys,anne & bebek & çocuk,0.9709853,0.038970947,0.2258064516129032,0.0,0.0
çocuk oyuncak,efsane ikili dedektif oyunu cinayet oyunu dedektiflik oyunu katil kim dava çözme oyunu,çözülmemiş davalar,anne & bebek & çocuk,0.91162694,0.000111460686,0.1728395061728395,0.0,0.0
çocuk oyuncak,captan america 24 cm figüre5556-e5579 u3553,marvel,anne & bebek & çocuk,0.91005147,0.015541077,0.1785714285714286,0.0,0.0
çocuk oyuncak,avokado peluş oyuncak (30cm),miniso,anne & bebek & çocuk,0.99288064,0.9589844,0.7,1.0,1.0
çocuk oyuncak,panda peluş oyuncak - maşa ile koca ayı,the land of legends,anne & bebek & çocuk,0.9976417,0.9550781,0.7,1.0,1.0
çocuk oyuncak,mitu işıklı scooter,xiaomi,anne & bebek & çocuk,0.9775387,0.00011962652,0.1875,0.0,0.0
çocuk oyuncak,catnap peluş oyuncak büyük boy üretici firma 🧸,greenfor evlife,anne & bebek & çocuk,0.9973119,0.98095703,0.7,1.0,1.0
çocuk oyuncak,adl sluban girl's dream yemek aracı 78 parça,hdkitap,anne & bebek & çocuk,0.8588706,0.037109375,0.2105263157894737,0.0,0.0
çocuk oyuncak,uzaktan kumandalı çok fonksiyonlı akllı aktivite & eğlence robot köpek,seher,anne & bebek & çocuk,0.9528789,0.88671875,0.24096385542168675,0.0,0.0
çocuk oyuncak,oyuncak 100 cm papyonlu ayıcık sevgiliye özel,pandamkee,anne & bebek & çocuk,0.9831144,0.0001282692,0.7,1.0,1.0
çocuk oyuncak,çocuk cepli emzirme önlüğü 323 yeşil halka,basic fun,anne & bebek & çocuk,0.9903362,0.000108897686,0.5555555555555556,0.0,0.0
çocuk oyuncak,minecraft 26 cm peluş black enderman,minecraft,anne & bebek & çocuk,0.9958626,0.9902344,0.20408163265306128,0.0,0.0
çocuk oyuncak,akülü araba bmw 12v gri,aliş toys,anne & bebek & çocuk,0.95511323,0.0012893677,0.1666666666666667,0.0,0.0
çocuk oyuncak,speed ferrafi 512 m,lego,anne & bebek & çocuk,0.9988647,0.9921875,0.125,0.0,0.0
çocuk oyuncak,tarihi türk strateji oyunu mangala,four kids,anne & bebek & çocuk,0.96848124,0.00012528896,0.29787234042553196,0.0,0.0
çocuk oyuncak,kıvırcık baby,mistik butik,anne & bebek & çocuk,0.9880764,0.0018825531,0.3076923076923077,0.0,0.0
çocuk oyuncak,"suçluyu bulma dedektiflik oyunu, dedektif oyunu, cinayet çözme, katil kim kutu oyunları, cinayet çöz",gizli tanık,anne & bebek & çocuk,0.91513354,0.00047659874,0.16326530612244894,0.0,0.0
çocuk oyuncak,premium 2x2x2 rubik küp zeka küpü akıl küpü,moyu,anne & bebek & çocuk,0.9418884,0.007843018,0.19607843137254904,0.0,0.0
çocuk oyuncak,mahzen cinayet dedektif oyunu dedektiflik oyunu katil kim dava çözme oyunu dedektif oyunu kutu oyunu,çözülmemiş davalar,anne & bebek & çocuk,0.8858892,0.000115036964,0.15,0.0,0.0
çocuk oyuncak,90 cm peluş ayı büyük boy - sevgili hediye- doğum günü hediyesi,heribom,anne & bebek & çocuk,0.9506095,0.00014770031,0.1578947368421052,0.0,0.0
çocuk oyuncak,cry babies ağlayan bebekler sesli emzikli oyuncak et bebek,cango,anne & bebek & çocuk,0.79344386,0.00016093254,0.7,1.0,1.0
çocuk oyuncak,sevimli canavarlar e harfi çocuklara özel peluş köpek,procity,anne & bebek & çocuk,0.952513,0.076293945,0.27272727272727265,0.0,0.0
puma eşofman,m studio texture pant erkek eşofman altı 525733-01 siyah,puma,giyim,0.98316145,0.80566406,0.736842105263158,1.0,1.0
puma eşofman,erkek evostrıpe eşofman altı,puma,giyim,0.9744127,0.88134766,0.736842105263158,1.0,1.0
puma eşofman,65738603 teamfinal casuals pants erkek eşofman altı siyah,puma,giyim,0.995803,0.953125,0.736842105263158,1.0,1.0
puma eşofman,puma fit taped pwrfleece hoodie lacivert erkek eşofman üstü,puma,giyim,0.89626116,0.16845703,1.0,1.0,1.0
puma eşofman,team rise poly erkek eşofman alt 657390-03 sıyah,puma,giyim,0.9986182,0.98828125,0.736842105263158,1.0,1.0
sunum kasesi,sert plastik tatlı kasesi magnolya kabı,sofora,ev & mobilya,0.9930589,0.9975586,0.6666666666666665,1.0,0.5
sunum kasesi,mor salata kasesi 3 adet,keramika,ev & mobilya,0.9892816,0.9921875,0.6666666666666665,1.0,0.5
ikili kahve fincanı,90cc iki kisilik xana fincan takimi,kosova,ev & mobilya,0.9962579,0.99560547,0.5555555555555556,0.8,0.6666666666666666
puma eşofman takımı,kadın siyah eşofman takımı (685077-01),puma,giyim,0.99576956,0.99365234,0.8484848484848484,1.0,1.0
çocuk odası dekorasyonu,beyaz dekoratif uçan komodin,tasarım,ev & mobilya,0.8447634,0.00055265427,0.43137254901960786,0.4,0.5
çocuk odası dekorasyonu,bebek ve çocuk odasi balerin kız ve kedi desenli motifli 2 kanat fon perde,masal odam,ev & mobilya,0.9716238,0.42895508,0.3571428571428571,0.0,0.5
isimlik,fotoğraf bölümlü isimli anı sehpası! özel gün çiçekleriniz için yan sehpa! gül sehpası!çiçek sehpası,verda çerçeve,ev & mobilya,0.9861952,0.9926758,0.13084112149532715,0.8,1.0
isimlik,kaplama kişiye özel isimli bebek çocuk çelik künye tybezyı1635,sahi aksesuar,aksesuar,0.98357016,0.9941406,0.20289855072463767,0.8,1.0
isimlik,isimli damaklı bebek emzik zinciri ve bebek silikon emzik seti (0-6 ay) bezyi1646,sahi aksesuar,anne & bebek & çocuk,0.9847217,0.99365234,0.18421052631578946,0.8,1.0
setay mobilya,eymen çocuk odası takımı uyumlu dijital baskılı nevresim takımı,setay,ev & mobilya,0.9673264,0.9428711,0.26086956521739124,0.0,0.0
termoslar,the iceflow flip straw pipetli 0.89 lt unisex pembe termos,stanley,spor & outdoor,0.94896966,0.9604492,0.17910447761194034,0.8,1.0
termoslar,"1 litre çift katlı çelik termos-24 saat sıcak, 48 saat soğuk,(kamp, piknik, ofis, seyahat)",cooker,spor & outdoor,0.9881815,0.9946289,0.14893617021276598,0.4,1.0
banyo yapı malzemeleri,(sert plastik) mantar düğme ceviz yuvarlak mobilya mutfak çekmece dolap dolabı kulpu kulbu kulpları,badem10,banyo yapı & hırdavat,0.8874289,0.009162903,0.1983471074380165,0.0,0.0
banyo yapı malzemeleri,ampül,fy,banyo yapı & hırdavat,0.97459507,0.040252686,0.2222222222222223,0.0,0.0
banyo yapı malzemeleri,"50 adet - silikajel, nem alıcı, 10 gr, silika jel rutubet önleyici küf giderici gel",hobialem,banyo yapı & hırdavat,0.9766588,0.98876953,0.22857142857142862,0.0,0.0
banyo yapı malzemeleri,h50.02 manyetik kilit wc mat siyah 50/18 mm,hafele,banyo yapı & hırdavat,0.90313643,0.01411438,0.3076923076923077,0.0,0.0
banyo yapı malzemeleri,346-0035 meşe ahşap desen yapışkanlı folyo,d-c-fix,banyo yapı & hırdavat,0.849299,0.8232422,0.40625,0.0,0.0
banyo yapı malzemeleri,dynamic s banyo bataryası + itimat 400d robot duş seti,artema,banyo yapı & hırdavat,0.99917215,0.9951172,0.3703703703703704,0.0,0.3333333333333333
banyo yapı malzemeleri,veravit classic taharet musluğu blister,tema,banyo yapı & hırdavat,0.9992866,0.9819336,0.2950819672131148,0.0,0.0
banyo yapı malzemeleri,ahşap metal katlanır duş oturağı kapı önü balkon dar mekanlar için duvara monte,rafadi,banyo yapı & hırdavat,0.99957997,0.99121094,0.2772277227722772,0.0,0.0
banyo yapı malzemeleri,mobilya çekmece mutfak dolabı dolap kulpları kulbu kulpu beyaz metal kulp 224 mm - 22.4 cm,nzb,banyo yapı & hırdavat,0.9348549,0.017181396,0.2142857142857143,0.0,0.0
banyo yapı malzemeleri,lastik çizme giyiniz uyarı levhası 25x35 kod:16,belle fusion,banyo yapı & hırdavat,0.95165336,0.013900757,0.2898550724637681,0.0,0.0
banyo yapı malzemeleri,20li orta boy (2 cm-3cm ) keçeli silikon masa sandalye pabuç sandalye kaydırmaz zemin koruyucu,kelira,banyo yapı & hırdavat,0.84843856,0.0104904175,0.2616822429906541,0.0,0.0
banyo yapı malzemeleri,50w led ampul günışığı (hs 2031),helios,banyo yapı & hırdavat,0.91442275,0.00018382072,0.2222222222222223,0.0,0.0
banyo yapı malzemeleri,şık tasarımlı metal wi-fi modem ve router kablo düzenleyici – estetik ve düzenli görünüm - wifi kutu,3art metal,banyo yapı & hırdavat,0.8711463,0.00074100494,0.2521008403361344,0.0,0.0
banyo yapı malzemeleri,beyaz çimento -beyaz -toz -çimento (pk./kg.: 1kg),eldenhırdavat,banyo yapı & hırdavat,0.9735333,0.030441284,0.2535211267605634,0.0,0.0
mercedes,sıfır yaka erkek tişört mercedes benz servis logolu %100 pamuk siyah,uniprom,giyim,0.99151003,0.9951172,1.0,1.0,1.0
mercedes,-benz b 150(2005-2011 w245)uyumlu bej 3d paspas havuzlu,mercedes,otomobil & motosiklet,0.80915886,0.06585693,0.12698412698412695,0.0,0.0
mercedes,benz s680 maybach 1-24 die cast metal araba işıklı sesli kapılar kaput bagaj açılır,mercedes,anne & bebek & çocuk,0.9465332,0.89501953,0.13186813186813182,0.0,0.0
mercedes,v8 12 v akülü araba,mercedes,anne & bebek & çocuk,0.94267726,0.8798828,0.07407407407407404,0.0,0.0
araç aksesuarları,araç içi kaydırmaz torpido organizeri sihirli ped torpido kaydırmaz ped numaramatik mavi mıknatıslı,otodemir,elektronik,0.97043175,0.06427002,0.38095238095238093,0.0,0.5
araç aksesuarları,mondial drift mh 125 - 150 2021 öncesi gidon yükseltme aparatı / direksiyon yükseltme,motogoril,otomobil & motosiklet,0.79240626,0.060760498,0.17391304347826092,0.0,0.0
araç aksesuarları,klipsli araç telefon tutacağı klima peteği araba telefon tutacağı metal klipsli düşmeme garantili,mimtec,elektronik,0.990242,0.9711914,0.38095238095238093,0.0,0.5
araç aksesuarları,1. kalite araç torpido ve göğüs havlusu,ib global,otomobil & motosiklet,0.9096429,0.99072266,0.39285714285714285,0.0,0.5
araç aksesuarları,suhvee 30x60cm mikrofiber araç iç dış yıkama temizleme kurulama cam bezi araba yıkama havlusu,numunemarket,otomobil & motosiklet,0.797073,0.15039062,0.38095238095238093,0.0,0.5
araç aksesuarları,siyah sevimli ayıcık dikiz aynası süsü - araç aksesuar - oto aksesuar,esdekorium,otomobil & motosiklet,0.8388535,0.8051758,0.4,0.8,1.0
araç aksesuarları,telefon tutucu araç telefonluk jel kaydırmaz telefonluk ped,frt ottoman,elektronik,0.9629268,0.031311035,0.38095238095238093,0.0,0.5
araç aksesuarları,"motorsiklet 3d masa üstü motorsiklet dekor – motorsiklet temalı kaideli biblo (17x11 cm, 3mm pla)",hediyehanem,otomobil & motosiklet,0.89521044,0.95214844,0.2,0.0,0.0
araç aksesuarları,siyah-gri-siyah [seat ibiza 5-kapılı 2017 - 2021] uyumlu neon fitilli araba brandası,cemku fast,otomobil & motosiklet,0.81947637,0.21008301,0.2376237623762377,0.0,0.0
2 li fincan,iki şehirde sevgili baskılı kupa bardak,sıradışıhediyem,ev & mobilya,0.8164384,0.9902344,0.24,0.0,0.0
yemek tabağı,adalee 12 kişilik 46 parça porselen yemek takımı,acar,ev & mobilya,0.9904379,0.9941406,0.5882352941176471,0.0,0.5
multimetre,ut33d+ 600v ut33+ serisi 10a dijital multimetre ut-33d+ ut 33d+ ut33d+,unit,otomobil & motosiklet,0.99417627,0.99609375,1.0,1.0,1.0
köpük sprey,köpük temizleyici 500 ml,würth,banyo yapı & hırdavat,0.98142374,0.99560547,0.625,0.0,0.5
musluk bataryası,pınar kısa musluk süzgeçli 102109274,eca,banyo yapı & hırdavat,0.9571121,0.00039362907,0.5454545454545454,0.0,0.5
musluk bataryası,antik işlemeli çanak lavabo bataryası,mym mermer yapı market tasarım,banyo yapı & hırdavat,0.9327982,0.9868164,0.72,1.0,0.5
kahverengi ayakkabı,taba süet kadın loafer ayakkabı 20572,soho,ayakkabı,0.9939768,0.9941406,0.5925925925925926,1.0,1.0
kahverengi ayakkabı,bağcıklı deri dağ ayakkabısı,pull & bear,ayakkabı,0.99959713,0.99658203,0.5957446808510638,0.4,1.0
kahverengi ayakkabı,covela kahve cilt kadın çizme,luvishoes,ayakkabı,0.7946302,0.035003662,0.45833333333333337,0.0,0.0
kahverengi ayakkabı,pc-30484 sneaker ayakkabı siyah,pierre cardin,ayakkabı,0.9961068,0.99609375,0.5925925925925926,1.0,1.0
kahverengi ayakkabı,vizon süet kadın loafer ayakkabı 21049,soho,ayakkabı,0.9935976,0.9946289,0.5925925925925926,1.0,1.0
kahverengi ayakkabı,hakiki deri bağcıklı kadın oxford ayakkabı,bulls & gulls,ayakkabı,0.9942609,0.99121094,0.5925925925925926,1.0,1.0
kahverengi ayakkabı,street ace waterproof motosiklet botu,tcx,otomobil & motosiklet,0.7927103,0.006904602,0.25,0.0,0.0
kahverengi ayakkabı,osca taba hasır tokalı sivri burun kadın topuklu ayakkabı,luvishoes,ayakkabı,0.9187854,0.7402344,0.5925925925925926,1.0,1.0
ceyo kadın,kadın hafif rahat ortopedik ev terliği palermo-9,ceyo,ayakkabı,0.8787836,0.8779297,0.6666666666666665,1.0,0.5
ceyo kadın,bahama-10 anatomik unisex terlik lacivert,ceyo,ayakkabı,0.9261239,0.9741211,0.19607843137254904,0.0,0.0
ceyo kadın,kadın terlik 9969-1 (35-42),ceyo,ayakkabı,0.9868889,0.9951172,0.6666666666666665,1.0,0.5
ceyo kadın,ramona-22 tam ortopedik kadın terlik,ceyo,ayakkabı,0.90476316,0.92871094,0.6666666666666665,1.0,0.5
ceyo kadın,kadın terlik sabo 9844-flex zenne (35-41),ceyo,ayakkabı,0.829711,0.78808594,0.6666666666666665,1.0,0.5
ceyo kadın,palermo kadın çok rahat tam ortopedik günlük terlik,ceyo,ayakkabı,0.91894925,0.95214844,0.6666666666666665,1.0,0.5
ceyo kadın,bahama-10 anatomik unisex terlik haki,ceyo,ayakkabı,0.95321244,0.9902344,0.1702127659574468,0.0,0.0
ceyo kadın,tam ortopedik taban kemik çıkıntısı ve topuk dikenine özel jelli terlik 9200/12,ceyo,ayakkabı,0.84181255,0.9194336,0.1348314606741573,0.0,0.0
ceyo kadın,9827-27 kadın memory foam taban rahat ortopedik terlik,ceyo,ayakkabı,0.959955,0.93408203,0.6666666666666665,1.0,0.5
kırlent içi,handy 6'lı roll pack yastık seti 50x70 cm,yataş,ev & mobilya,0.8293173,0.9863281,0.2307692307692308,0.0,0.0
lancome cilt bakım seti,mini makyaj avantajlı tanışma seti 8690595214665,lancome,kozmetik & kişisel bakım,0.99874973,0.99121094,0.39436619718309857,1.0,0.3333333333333333
demlik çaydanlık,kamp çaydanlığı 1.4 litre out-1100,orcamp,ev & mobilya,0.8633867,0.9238281,0.48,0.4,0.5
harika kanatlar,buz kırma oyunu seri 2,harika kanatlar,anne & bebek & çocuk,0.9856643,0.9970703,0.27027027027027034,0.0,0.0
erkek baba gömlek,klasik fit uzun kollu pamuklu düz erkek siyah gömlek,tudors,giyim,0.9287574,0.68896484,0.8275862068965517,1.0,0.5
notebook çantası,8.7/9/10.2/10.9/11/11.5/12/12.9 inç tüm markalarla ve modellerle uyumlu tablet kılıfı çantası,d'vers,elektronik,0.9179296,0.99072266,0.6086956521739131,1.0,0.5
notebook çantası,kahverengi erkek el portföy çantası,morca,aksesuar,0.7957733,0.9614258,0.6086956521739131,1.0,0.5
notebook çantası,unisex koyu vizon su geçirmez kumaş laptop okul çantası seyahat sırt çantası 14 inç 18 lt 40x30cm,morca,aksesuar,0.9727005,0.99365234,0.6086956521739131,1.0,0.5
notebook çantası,"macbook organizer laptop evrak çantası 13"" & 14"" inç siyah",morca,elektronik,0.9993649,0.99658203,0.6086956521739131,1.0,0.5
notebook çantası,ns macbook air/pro 13-15.6 inç uyumlu darbeye karşı korumalı laptop çantası-suya dayanıklı-40x30x6cm,ns reliable,aksesuar,0.9725543,0.99658203,0.2586206896551724,0.4,0.5
saç bigudisi,isısız saç şekillendirme seti saten saç sosisi saç bigudisi seti saç şekillendirici,croc,kozmetik & kişisel bakım,0.9763573,0.9042969,1.0,1.0,1.0
salomon spor ayakkabı,474455 xt-6 gtx erkek  spor ayakkabi,salomon,ayakkabı,0.9887851,0.9946289,0.4642857142857143,0.8,1.0
salomon spor ayakkabı,x ultra 360 leather mid gore-tex,salomon,ayakkabı,0.93561655,0.9892578,0.18867924528301885,0.0,0.0
salomon spor ayakkabı,gore-tex su geçirmez ve soğuğa dayanıklı sağlam taban erkek outdoor ayakkabı,salomon,ayakkabı,0.9919648,0.14831543,0.5517241379310345,1.0,0.5
salomon spor ayakkabı,474459 xt-6 expanse kadin spor ayakkabi,salomon,ayakkabı,0.9716201,0.99365234,0.5333333333333333,0.8,1.0
salomon spor ayakkabı,speedcross 3 unisex sneaker vanilla ice l47723400,salomon,ayakkabı,0.9827375,0.016525269,0.2,0.0,0.0
salomon spor ayakkabı,snowclog unisex sneaker vanilla ice l47578900,salomon,ayakkabı,0.9383861,0.005470276,0.2424242424242425,0.0,0.0
timberland bot,greenstride motion 6 mid lace up waterpr kadın outdoor botu tb1a67qc0151 siyah,timberland,ayakkabı,0.8602183,0.96875,0.23913043478260876,0.8,1.0
timberland bot,siyah erkek outdoor bot tb0a67km0151_euro trekker low lace,timberland,ayakkabı,0.93101615,0.9458008,0.35294117647058826,1.0,1.0
taktik pantolon,taktical taktikal cargocep kargocep ithal yazlık 6 cepli outdoor a a kalite pantolon,taktik,giyim,0.9977466,0.99560547,0.6956521739130435,1.0,1.0
taktik pantolon,erkek haki kamuflaj orjinal nano askeri pantolon,kordak,giyim,0.88827366,0.98339844,0.6956521739130435,1.0,0.5
taktik pantolon,güven tactical outdoor pantolon,taktik,giyim,0.9969524,0.9946289,0.6956521739130435,1.0,1.0
araba koltuk kılıfı,fiat egea sedan uyumlu lüx deri süet oto koltuk kılıfı ön arka takım premium siyah,autogoodstore,otomobil & motosiklet,0.98689514,0.99560547,0.8125,1.0,0.6666666666666666
araba koltuk kılıfı,kia sportage 2 je 2004-2010 uyumlu 1+1 bordo koltuk kılıfı,oto pandami,otomobil & motosiklet,0.9950016,0.99609375,0.8125,1.0,0.6666666666666666
civil baby kız bebek takım,yaka fırfırlı bel fiyonklu 6-18 ay elbise - pembe 9-12 ay,civil baby,giyim,0.8369668,0.99316406,0.375,0.0,0.0
eda taşpınar bronzlaştırıcı,new year parfum mist - 100 ml (egy0081),eda taşpınar,kozmetik & kişisel bakım,0.9764476,0.9970703,0.21212121212121218,0.0,0.0
arnica elektrikli süpürge,et14232 terra premium toz torbalı elektrikli süpürge yeşil,arnica,elektronik,0.99910545,0.9975586,0.8372093023255814,1.0,1.0
motosiklet aksesuarları,701 deri kaplı yarı camlı elektrikli bisiklet motosiklet scooter kaskı l beden kahve,sway,otomobil & motosiklet,0.973394,0.9868164,0.6060606060606061,0.0,0.5
motosiklet aksesuarları,renault clio 2 twingo koltuk ayar kolu 2 adet takım 770120965,autoall,otomobil & motosiklet,0.9177247,0.0047721863,0.2926829268292683,0.0,0.0
motosiklet aksesuarları,göstergeli  72v/20ah şarj aleti 6 akülü,monero,otomobil & motosiklet,0.9120319,0.01525116,0.26229508196721313,0.0,0.0
motosiklet aksesuarları,jiekai lb-001 motorcu bacak çantasi * kirmizi karbon kumaş * siyah nakiş * ( anahtarlik hediye ),jiekai,otomobil & motosiklet,0.99785906,0.0030879974,0.24347826086956517,0.0,0.0
motosiklet aksesuarları,salcano tiger speed 125 eco miflonlu motosiklet brandası - 4 mevsim koruma,autodesign,otomobil & motosiklet,0.99945366,0.9838867,0.6060606060606061,0.0,0.5
motosiklet aksesuarları,arabadan kaçmaya çalışan adam temalı oto özel yeni kaliteli kaliteli stickeri 20*14 cm,habune,otomobil & motosiklet,0.9305935,0.0021572113,0.28,0.0,0.0
motosiklet aksesuarları,cg joker motosiklet far filmi 5'li paket a kalite++ 031,rebon motodesign,otomobil & motosiklet,0.91956687,0.91748047,0.6060606060606061,0.0,0.5
motosiklet aksesuarları,çok güzelsin güneşlik makyaj aynası yazısı 70x20mm araba motosiklet cam etiket sticker beyaz,oktem nameplate,otomobil & motosiklet,0.79576725,0.017715454,0.6060606060606061,0.0,0.5
motosiklet aksesuarları,araba güneş gölge koruyucu şemsiye oto ön cam güneşlik araç şemsiyesi bütün araçlara uyumlu,mycl,otomobil & motosiklet,0.87616915,0.024383545,0.2456140350877193,0.0,0.0
motosiklet aksesuarları,araç içi vizör araba güneşlik oto güneşlik güneş işığı önleyici koruma,batcell,otomobil & motosiklet,0.90996116,0.8486328,0.3095238095238095,0.0,0.0
motosiklet aksesuarları,honda dio amortisör çorabi reflektörlü,rellax,otomobil & motosiklet,0.9677976,0.43139648,0.2950819672131148,0.0,0.0
yaya by hotiç erkek,kahve erkek bot 02boy296130a480,yaya by hotiç,ayakkabı,0.80402863,0.92333984,0.52,1.0,0.25
schneider,gv2le16,schneider,banyo yapı & hırdavat,0.8523379,0.3071289,0.125,0.0,0.0
schneider,"2420107 thorsman izole bant kahverengi 0,13mmx19mmx 20mt",schneider,banyo yapı & hırdavat,0.89758,0.671875,0.12307692307692307,0.0,0.0
schneider,gv2le10,schneider,banyo yapı & hırdavat,0.84742063,0.24487305,0.125,0.0,0.0
bebek düzenleyici,"bebek çanta alt açma minderi, alt değiştirme pedi, taşınabilir bakım örtüsü,morremix seri,kahverengi",mordesign,süpermarket,0.9601564,0.9946289,0.45454545454545453,0.0,0.0
bebek düzenleyici,3'lü bavul valiz içi düzenleyici set - fermuarlı şeffaf pencereli seyahat hastane çantası organizeri,meleni baby,ev & mobilya,0.9486416,0.95458984,0.7857142857142857,1.0,1.0
bebek düzenleyici,6 parça bebek bakim çantası,she berrak,anne & bebek & çocuk,0.8351343,0.9916992,0.45454545454545453,0.0,0.0
bebek düzenleyici,6 parça hastane çıkış doğum çantası çok kullanışlı düzenleyici,esti,anne & bebek & çocuk,0.88977754,0.8510742,0.7857142857142857,1.0,1.0
gold topuklu,babet kadın günlük rahat sivri burun gold deri detaylı 3 cm topuklu,vip smr moda,ayakkabı,0.79919636,0.8935547,1.0,1.0,1.0
gold topuklu,kısa topuklu ayakkabı ten,sovrana,ayakkabı,0.99156016,0.99072266,0.736842105263158,1.0,1.0
espresso makinası,vertuo pop pantone kapsüllü kahve makinesi,nespresso,elektronik,0.8583917,0.9946289,0.33898305084745756,0.4,0.5
newera watch,2'li retro dijital kol saati ( su geçirmez ) fırsat ürünü,newera watch,aksesuar,0.9953358,0.9970703,0.17391304347826092,0.0,0.0
newera watch,2'li retro dijital kol saati ( su geçirmez ) fırsat ürünü,newera watch,aksesuar,0.9953358,0.9970703,0.17391304347826092,0.0,0.0
sınav hazırlık kitabı,2026 kpss hakan bileyen ile coğrafya tamamı çözümlü 20 deneme,yediiklim yayınları,kitap,0.97744584,0.98779297,0.21951219512195125,0.0,0.0
sınav hazırlık kitabı,metin ayt matematik soru bankası,metin yayınları,kitap,0.98910445,0.88427734,0.2641509433962264,0.0,0.0
sınav hazırlık kitabı,kpss ales dgs dizayn yeni nesil sorularla paragraf soru bankası,data yayınları,kitap,0.99322504,0.9824219,0.2380952380952381,0.0,0.0
sınav hazırlık kitabı,ayt öğreten matematik fasikülleri trigonometri konu anlatımlı,gür yayınları,kitap,0.9841296,0.013168335,0.2682926829268293,0.0,0.0
sınav hazırlık kitabı,bilgi sarmal tyt fizik deneme ve akm dil bilgisi soru bankası seti 2 kitap,indeks akademi yayıncılık,kitap,0.9943337,0.9609375,0.27368421052631575,0.0,0.0
sınav hazırlık kitabı,"tyt konu anlatım seti el yazısı, dijital platform desteği, rehberlik desteği, video anlatım desteği",vin kampüs,kitap,0.94024193,0.0059814453,0.2330097087378641,0.0,0.0
sınav hazırlık kitabı,8. sınıf fen bilimleri plus lgs soru bankası,maraton yayınları,kitap,0.9838706,0.072753906,0.27692307692307694,0.0,0.0
