query,title,brand,main_category,oof_proba,bert_score,fuzz_set,head_in_title,product_type_cover
dove,sugar cookie duş jeli 450 ml sugar cookie sıvı sabun 450 ml sugar cookie duş köpüğ,dove,kozmetik & kişisel bakım,0.6480175,0.61376953,0.08163265306122454,0.0,0.0
dove,kadın stick deodorant invisible dry 1/4 nemlendirici krem etkili 40 g x 2 adet,dove,kozmetik & kişisel bakım,0.723945,0.041931152,0.09756097560975605,0.0,0.0
dove,%0 alüminyum salatalık & yeşil çay kadın deodorant sprey 150 ml,dove,kozmetik & kişisel bakım,0.70274353,0.1184082,0.08955223880597017,0.0,0.0
dove,kadın deo sprey dogma lotus 150 ml,dove,kozmetik & kişisel bakım,0.7065168,0.0340271,0.1578947368421052,0.0,0.0
dove,kadın sprey deodorant advanced care 72 saat koruma 150 ml x3,dove,kozmetik & kişisel bakım,0.7510347,0.20593262,0.09375,0.0,0.0
dove,men clean comfort stick 50 ml,dove,kozmetik & kişisel bakım,0.7603024,0.4025879,0.12121212121212124,0.0,0.0
dove,deodorant stick original 40 ml x 3 adet stick3,dove,kozmetik & kişisel bakım,0.6590161,0.04840088,0.08,0.0,0.0
dove,aerosol invisible dry deodorant 150ml-,dove,kozmetik & kişisel bakım,0.67741746,0.02998352,0.19047619047619052,0.0,0.0
dove,roll-on orıgınal 50ml,dove,kozmetik & kişisel bakım,0.47245273,0.021774292,0.08,0.0,0.0
dove,stick original 40 ml,dove,kozmetik & kişisel bakım,0.72583187,0.11633301,0.08333333333333329,0.0,0.0
yapı kredi yayınları,tanios kayası,yapı kredi yayınları,kitap,0.76735955,0.019378662,0.4242424242424242,0.0,0.0
yapı kredi yayınları,bekçi amos’un hastalandığı gün,yapı kredi yayınları,kitap,0.7875017,0.038970947,0.32,0.0,0.0
yapı kredi yayınları,harry potter serisi 3 kitap 6. 7. 8. kitaplar - melez prens - ölüm yadigarları - lanetli çocuk,yapı kredi yayınları,kitap,0.6044273,0.6176758,0.23636363636363641,0.0,0.0
halı ve koltuk yıkama,puzzi 10/1 temizlik halı koltuk makinesi |,karcher,bahçe & elektrikli el aletleri,0.72479296,0.9921875,0.6875,0.0,0.6666666666666666
lc waikiki kız çocuk eşofman takımı,lcw kids polo yaka kız çocuk sweatshirt ve eşofman alt,lc waikiki,giyim,0.08699114,0.00046372414,0.6538461538461539,0.0,0.5
su geçirmez bot,erkek su geçirmez kışlık outdoor bot,lumberjack,ayakkabı,0.785191,0.9873047,1.0,1.0,1.0
grimelange erkek,colombıa erkek 2'li set comfort fit rahat kalıp yazı nakışlı şardonsuz lacivert eşofman takımı,grimelange,giyim,0.61491036,0.28881836,0.4761904761904762,1.0,0.5
grimelange erkek,scuby erkek regular fit rahat kalıp nervürlü beli lastikli üç cepli yeşil eşofman altı,grimelange,giyim,0.741348,0.26953125,0.4761904761904762,1.0,0.5
grimelange erkek,pepo erkek beli lastikli cepleri fermuarlı baskı detaylı relaxed gri eşofman altı,grimelange,giyim,0.78914624,0.34643555,0.4761904761904762,1.0,0.5
grimelange erkek,werner erkek basic relaxed tekli ceket,grimelange,giyim,0.7750137,0.4104004,0.4761904761904762,1.0,0.5
grimelange erkek,hakone erkek basic yumuşacık regular fit lastikli paça organik pamuklu indigo eşofman altı,grimelange,giyim,0.6679066,0.13061523,0.4761904761904762,1.0,0.5
grimelange erkek,ellis erkek baskılı beli lastikli kordonlu koyu gri eşofman altı,grimelange,giyim,0.7242051,0.3310547,0.4761904761904762,1.0,0.5
grimelange erkek,borland erkek beli lastikli kordonlu yanları cepli relaxed fit gri eşofman altı,grimelange,giyim,0.5929801,0.07501221,0.4761904761904762,1.0,0.5
grimelange erkek,marshall erkek pamuklu içi polarlı nakışlı relaxed bordo eşofman takımı,grimelange,giyim,0.7751355,0.21191406,0.4761904761904762,1.0,0.5
grimelange erkek,ansel erkek lastikli dar paça üç cepli yumuşacık organik pamuklu acı kahve eşofman altı,grimelange,giyim,0.76111543,0.29125977,0.4761904761904762,1.0,0.5
grimelange erkek,berthola erkek desenli kumaş regular fit ottoman kalite organik pamuklu lacivert eşofman altı,grimelange,giyim,0.7244024,0.1977539,0.4761904761904762,1.0,0.5
grimelange erkek,yoane erkek bağlamalı lastikli bel ve paça lila eşofman altı,grimelange,giyim,0.7722932,0.3293457,0.4761904761904762,1.0,0.5
boyun,comfy ortopedik seyahat yastığı visco boyun destekli seyahat yastığı - siyah | ergo travel,viscofoam,ev & mobilya,0.54645455,0.08050537,1.0,1.0,1.0
masa tenisi raketi,rxton 1 pro kombo (yapiştirip gönderiyoruz),loki,spor & outdoor,0.72178894,8.1539154e-05,0.22950819672131145,0.0,0.0
kırmızı elcik,kirmizi motosiklet elcik takimi - gaz borusu dahil - üniversal - cg - cub - scooter - kuba çita,motorkit mk,otomobil & motosiklet,0.5900456,0.0028457642,0.5555555555555556,1.0,1.0
kırmızı elcik,protaper yeni üst kalite kirmizi motosiklet elcik (gidon el tutamaçlari) her motora uyumlu modifiye,rs2,otomobil & motosiklet,0.6853832,0.1529541,0.5555555555555556,1.0,1.0
calvin klein cüzdan,ck must aop md zip around w flap siyah-os,calvin klein,aksesuar,0.5466015,0.014556885,0.2666666666666667,0.0,0.0
çocuk yatak korumalığı,ekru dört parçalı yan koruma seti 60x120 beşikler için,g&g baby,anne & bebek & çocuk,0.7550155,0.9868164,0.2894736842105263,0.4,0.5
pasta sunumluk,gold detaylı metal ayak 4 parça sunum seti,argkristal,süpermarket,0.72579396,0.9892578,0.3571428571428571,0.8,0.5
akıllı saat kılıfı,samsung galaxy fit 3 ile uyumlu tam koruma silikon kılıf renkli kasa,nanospace,elektronik,0.7893667,0.00048041344,0.3023255813953489,0.8,0.3333333333333333
madamcoco,martha yüz havlusu (tencel:trade_mark:) - pudra - 50x80 cm,madame coco,ev & mobilya,0.7330658,0.89501953,0.12307692307692307,0.0,0.0
madamcoco,marine 25 cm salata kasesi,madame coco,ev & mobilya,0.5974028,0.72558594,0.17142857142857137,0.0,0.0
madamcoco,martin banyo havlusu,madame coco,ev & mobilya,0.492339,0.14770508,0.20689655172413793,0.0,0.0
madamcoco,margot ahşap kapaklı 2'li lunch box - 2x500 ml,madame coco,ev & mobilya,0.5427764,0.19274902,0.18181818181818188,0.0,0.0
madamcoco,gaston daire halı - açık yeşil - 160x160 cm,madame coco,ev & mobilya,0.5808657,0.08416748,0.16,0.0,0.0
madamcoco,répertoire çubuklu oda parfümü - poetic oud - 150 ml,madame coco,ev & mobilya,0.5297554,0.07922363,0.2711864406779661,0.0,0.0
madamcoco,melanee halı,madame coco,ev & mobilya,0.28112593,0.2541504,0.19047619047619052,0.0,0.0
madamcoco,répertoire çubuklu oda parfümü - jour de pluie bleu - 200 ml,madame coco,ev & mobilya,0.6047151,0.12719727,0.14925373134328354,0.0,0.0
madamcoco,jack şalyaka unisex %100 pamuk bornoz set,madame coco,ev & mobilya,0.6913326,0.9770508,0.12,0.0,0.0
madamcoco,sincere kadın terlik - lacivert,madame coco,ayakkabı,0.29360917,0.033843994,0.25,0.0,0.0
madamcoco,voyage 4-lü beyaz şarap kadehi seti,madame coco,ev & mobilya,0.5782729,0.9316406,0.1363636363636364,0.0,0.0
madamcoco,iva runner,madame coco,ev & mobilya,0.47735235,0.9326172,0.10526315789473685,0.0,0.0
madamcoco,audrey 4-lü çay fincanı seti,madame coco,ev & mobilya,0.45936623,0.082092285,0.16216216216216212,0.0,0.0
madamcoco,huitre valiz/bavul - gri - büyük boy,madame coco,aksesuar,0.26906946,0.060302734,0.09302325581395351,0.0,0.0
madamcoco,brest %100 pamuk yüz havlusu - haki - 50x80 cm,madame coco,ev & mobilya,0.70768803,0.98291016,0.15094339622641514,0.0,0.0
madamcoco,noir titanyum derin tencere - siyah - 18 cm,madame coco,ev & mobilya,0.5897124,0.41015625,0.16,0.0,0.0
madamcoco,medus çift kişilik yatak örtüsü - gri,madame coco,ev & mobilya,0.7149572,0.68408203,0.13043478260869562,0.0,0.0
madamcoco,audrey mini kahve yanı bardağı seti 4'lü - 70 ml,madame coco,ev & mobilya,0.74718535,0.87597656,0.14035087719298248,0.0,0.0
madamcoco,reve bleu seren dikdörtgen tepsi - mavi/beyaz,madame coco,ev & mobilya,0.5653794,0.17175293,0.11111111111111115,0.0,0.0
madamcoco,roni pvc masa örtüsü - ekru - 100x140 cm,madame coco,ev & mobilya,0.6559668,0.3149414,0.21276595744680848,0.0,0.0
madamcoco,marilyn karaf 1300 ml,madame coco,ev & mobilya,0.43769726,0.06488037,0.2,0.0,0.0
madamcoco,ciel %100 pamuk saten 2'li yastık kılıfı - siyah,madame coco,ev & mobilya,0.7130004,0.65771484,0.10526315789473685,0.0,0.0
madamcoco,pascala 6'lı çay bardağı seti,madame coco,ev & mobilya,0.64997095,0.8417969,0.2105263157894737,0.0,0.0
madamcoco,angers beş bölmeli çerezlik,madame coco,ev & mobilya,0.52935016,0.96533203,0.11111111111111115,0.0,0.0
madamcoco,répertoire trigerli oda spreyi 500 ml,madame coco,ev & mobilya,0.35335287,0.05291748,0.17391304347826092,0.0,0.0
madamcoco,corbeau çift kişilik welsoft düz battaniye - açık mürdüm,madame coco,ev & mobilya,0.41591868,0.06561279,0.15384615384615385,0.0,0.0
madamcoco,clarette yüz havlusu - soft gri - 50x80 cm,madame coco,ev & mobilya,0.6854808,0.97265625,0.12244897959183675,0.0,0.0
madamcoco,lalace halı,madame coco,ev & mobilya,0.41306663,0.8408203,0.3,0.0,0.0
gıpta,metal masa seti 3 kat hareketli evrak rafı pembe,gıpta,kırtasiye & ofis malzemeleri,0.6721812,0.08959961,0.07547169811320757,0.0,0.0
gıpta,2026 100-eck iplik dikişli - sert kapak 14x20 günlük beyaz ajanda,gıpta,kırtasiye & ofis malzemeleri,0.68008226,0.026809692,0.08571428571428569,0.0,0.0
gıpta,fresco (8'li paket) a4 80 yaprak 4 kareli + 4 çizgili plastik kapak,gıpta,kırtasiye & ofis malzemeleri,0.7422448,0.16088867,0.08571428571428569,0.0,0.0
gıpta,quadro 17x24 150 yaprak pp kapak spiralli bölmeli defter - çizgili,gıpta,kırtasiye & ofis malzemeleri,0.7826449,0.11199951,0.05633802816901408,0.0,0.0
gıpta,2026 20x28 haftalik eko ajanda 422-sek,gıpta,kırtasiye & ofis malzemeleri,0.5904764,0.035064697,0.09302325581395351,0.0,0.0
gıpta,hatıra defteri 12x17 80 yp. çiz. deniz dünyası,gıpta,kırtasiye & ofis malzemeleri,0.78802806,0.1171875,0.11764705882352942,0.0,0.0
gıpta,2026 ajanda 100-eck 14x20 günlük ajanda siyah,gıpta,kırtasiye & ofis malzemeleri,0.7045562,0.04714966,0.09302325581395351,0.0,0.0
gıpta,premium sınav silgisi dust free mavi 12'li,gıpta,kırtasiye & ofis malzemeleri,0.6708165,0.030151367,0.12765957446808515,0.0,0.0
gıpta,sumen takimi 5 parca display 7100 kahve .7100,gıpta,kırtasiye & ofis malzemeleri,0.7799628,0.23718262,0.12,0.0,0.0
gıpta,ajanda 2026 spiralli haftalık ajanda sert kapak 20*28 cm 422-sek,gıpta,kırtasiye & ofis malzemeleri,0.63951385,0.08538818,0.12903225806451615,0.0,0.0
gıpta,yeni müfredata uygun dik çizgili kılavuz çizgili (güzel yazi) defteri 1 adet a5 boyutu,gıpta,kırtasiye & ofis malzemeleri,0.7618422,0.16442871,0.09638554216867476,0.0,0.0
gıpta,1662 pro block sp.karton kap.blok.a6-40 yp.çiz.,gıpta,kırtasiye & ofis malzemeleri,0.57092315,0.10687256,0.07692307692307693,0.0,0.0
gıpta,cat pow pati modelli uçlu kalem 0.7 (1 adet),gıpta,kırtasiye & ofis malzemeleri,0.6352015,0.30273438,0.08163265306122454,0.0,0.0
engilis home,vanilla wind çubuklu oda kokusu 100 ml,english home,ev & mobilya,0.3139758,0.0055770874,0.2,0.0,0.0
saç fön,5 in 1 saç kurutma makinesi,robotix,elektronik,0.77411985,0.93896484,0.6,0.0,0.5
saç fön,air styler 1000w 200 derece iyon etkili 4 başlıklı hava üflemeli saç şekillendirici seti gri as136e,babyliss,elektronik,0.73028696,0.119018555,0.6,0.0,0.5
okul eşyaları,zy unıcorn okul defter kitap özel eşya etiketi 36 adet,zy tasarim,kırtasiye & ofis malzemeleri,0.63064134,0.054901123,0.4705882352941177,0.0,0.5
okul eşyaları,kadın pudra cüzdan 50314832-vr042,u.s. polo assn.,aksesuar,0.001752729,8.8870525e-05,0.21739130434782608,0.0,0.0
bb cc krem,fondöten - tinted moisturizer - 003 ivory nude - 8682536041379,flormar,kozmetik & kişisel bakım,0.41846994,7.969141e-05,0.11764705882352942,0.0,0.0
bb cc krem,renkli jel krem spf50 #kahverengi 50 ml,heliocare,kozmetik & kişisel bakım,0.5079221,8.094311e-05,0.5714285714285715,1.0,0.0
bb cc krem,3 in 1 healthy skin tinted moisturizer 50 spf ton eşitleyici aydınlatıcı krem - 10 medium,note,kozmetik & kişisel bakım,0.4196412,7.903576e-05,0.5714285714285715,1.0,0.0
bb cc krem,fondöten - tinted moisturizer - 005 sand - 8682536041393,flormar,kozmetik & kişisel bakım,0.58885837,8.2194805e-05,0.12903225806451615,0.0,0.0
trekking,hillcrest kadın beyaz outdoor ayakkabı 180355 ofwt,skechers,ayakkabı,0.33037564,0.03994751,0.13793103448275856,0.0,0.0
genel markalar kumbara,volvo 740 1990-1991-1992 mavi işıklı kapaklı-küllük-bardaklık-kumbara,wehhler,otomobil & motosiklet,0.54337305,0.96435547,0.2857142857142857,0.0,0.0
genel markalar kumbara,siyah - kitap şeklinde gizli kasa kumbara kitap kasa kumbara kilitli kasa kumbara,greathings,banyo yapı & hırdavat,0.6124305,0.93603516,0.48275862068965514,1.0,0.3333333333333333
genel markalar kumbara,para yiyen köpek kumbara,nilhediye,hobi & eğlence,0.18247125,0.012672424,0.5652173913043478,1.0,0.3333333333333333
canon foto ve kamera,selphy cp1500 fotoğraf yazıcısı (canon eurasia garantili) beyaz,canon,elektronik,0.12895581,0.00010639429,0.3855421686746988,0.0,0.0
canon foto ve kamera,powershot g7 x mark iii fotoğraf makinesi ithalatcı garantili,canon,elektronik,0.7148215,0.006717682,0.2716049382716049,0.0,0.0
kadın şampuan,"okiro güçlendirici, besleyici ve onarıcı saç bakım şampuanı keratin & biotin 1000 ml",okiro,kozmetik & kişisel bakım,0.76665115,0.034606934,0.22680412371134026,0.8,1.0
kadın şampuan,brezilya & keratin terapi düzleştirme etkili sülfatsız şampuan 700 ml,bio keratin gold,kozmetik & kişisel bakım,0.78527987,0.81884766,0.7,1.0,1.0
einhell şarjlı matkap,"te-cd 12/1 li-i (1x2,0 ah), akülü darbeli vidalama",einhell,bahçe & elektrikli el aletleri,0.019111961,0.0037078857,0.2535211267605634,0.0,0.0
çelik tektaş,xuping 14k oval tek taş kadın yüzük – kararmaz altın renk takı | xuping yüzük,modacaprea,aksesuar,0.42695612,0.0002913475,0.26315789473684204,0.0,0.0
telefon arkası yapışkan,silikon vantuzlu telefon tutacağı 24 vantuzlu 1 adet açık pembe renk,buççin,elektronik,0.3007997,0.002779007,0.4666666666666666,0.0,0.3333333333333333
kız çocuk alt,viskon karışımlı kemer detaylı ekoseli geniş paça pantolon,koton,giyim,0.70453787,0.006641388,0.22535211267605632,0.0,0.0
bisiklet sele,knt 6262 ortopedik mtb dağ bisikleti koltuğu 3 renk,baygın bisiklet,spor & outdoor,0.07359806,8.8214874e-05,0.34375,0.0,0.0
clarks erkek ayakkabı,kum erkek bot wallabeeftr2hi,clarks,ayakkabı,0.6881228,0.30371094,0.4489795918367347,0.0,0.0
elle shoes,siyah kadın topuklu ayakkabı,elle shoes,ayakkabı,0.73701006,0.5883789,0.2105263157894737,0.0,0.0
elle shoes,kahve kadın stiletto,elle shoes,ayakkabı,0.7388266,0.38208008,0.2666666666666667,0.0,0.0
elle shoes,siyah deri kadın loafer,elle shoes,ayakkabı,0.67868525,0.20690918,0.36363636363636365,0.0,0.0
ev eşyaları,2'li bulut gece lambası bebek çocuk odası duvar dekorasyonu aydınlatma ahşap gece lambası,dekorvin,ev & mobilya,0.5929203,0.0051002502,0.1839080459770115,0.0,0.0
ev eşyaları,lefi ev tel fotoğraf askısı tel askılık metal pano duvar askılığı notluk.,lefiev,ev & mobilya,0.7502362,0.027954102,0.3076923076923077,0.0,0.5
ev eşyaları,ahşap çerçeve-tuvalet banyo tablo-duvar dekorasyonu-banyo duvar çerceve,mr home,ev & mobilya,0.57228756,0.00067186356,0.1707317073170732,0.0,0.0
ev eşyaları,kendinden yapışkanlı şerit pleksi ayna 1.5cm*240cm (1 adet),kurtulan lazer tasarım,ev & mobilya,0.75591624,0.003944397,0.2,0.0,0.0
ev eşyaları,sök-tak sensörlü günışığı yapışkanlı pilli led aplik 38cm,nobbystar,ev & mobilya,0.76043963,0.0061454773,0.20588235294117652,0.0,0.0
kadın abiye gömlek,kadin v yaka kolu lastikli yarı payetli yandan bağlamalı saten bluz,fashionbox,giyim,0.7030528,0.08758545,0.2823529411764706,0.0,0.0
kız bebek ortopedik ayakkabı,ortopedik kız ilk adım bebek ve çocuk sandaleti kelebek serisi gümüş pembe beyaz klb2415,beebron,ayakkabı,0.6708079,0.60791016,0.8085106382978724,0.0,0.5
kız bebek ortopedik ayakkabı,3814 ortopedik kız bebek ilk adım ayakkabı sandalet,şirin bebe,ayakkabı,0.5431751,0.5756836,1.0,1.0,1.0
dudak nemlendirici,%100 doğal kids dudak besleyici limon bitkisel nemlendirici dudak bakım kremi 6 g,incia,süpermarket,0.68614995,0.10992432,1.0,1.0,1.0
gözleme sacı,portatif tüplü sac kavurma gözleme ekmek yufka sacı 45cm,güryan,elektronik,0.7465759,0.08496094,1.0,1.0,1.0
gözleme sacı,kavurma sacı 42 cm 304 paslanmaz çelik,otm isi cihazlari,ev & mobilya,0.47528136,0.0004107952,0.5,1.0,0.5
hakiki deri loafer,rosita siyah hakiki deri kısa topuklu kadın ayakkabı,nilufarr,ayakkabı,0.42966956,0.00067186356,0.7586206896551724,0.0,0.0
slimfit gömlek,ds damat slim fit beyaz oxford düğmeli yaka kolay ütülenebilir nakış detaylı pamuklu gömlek,d's damat,giyim,0.4271372,0.30786133,0.6,1.0,0.5
tesettür cerrahi bone,tesettür bone - 5007 siyah kelebek,bilenn tekstil,banyo yapı & hırdavat,0.6511184,0.3684082,0.7647058823529411,1.0,0.6666666666666666
loreal göz kalemi,express brow ultra slim kaş kalemi - 05 deep brown,maybelline new york,kozmetik & kişisel bakım,0.07430596,0.00012338161,0.5217391304347826,1.0,0.3333333333333333
yüksek taban spor ayakkabı,dunk high unisex yeşil pembe sneaker spor ayakkabı limited edition fb1273-500,nike,ayakkabı,0.023310892,0.00012636185,0.6666666666666665,1.0,0.5
yüksek taban spor ayakkabı,26835 siyah kadın sneaker günlük spor ayakkabı,jump,ayakkabı,0.24838927,0.0033893585,0.6666666666666665,1.0,0.5
yüksek taban spor ayakkabı,® bej kadın spor ayakkabı ithal pci-11131,pierre cardin,ayakkabı,0.17145939,0.016098022,0.6666666666666665,1.0,0.5
yüksek taban spor ayakkabı,gizli dolgu topuklu spor ayakkabı,lady,ayakkabı,0.40646744,0.004005432,0.6666666666666665,1.0,0.5
yüksek taban spor ayakkabı,kadın taşlı dolgu topuklu spor ayakkabı,asya,ayakkabı,0.43745005,0.0020503998,0.6666666666666665,1.0,0.5
müslin sabahlık,dört katlı müslin bornoz,beri,giyim,0.78798956,0.0012111664,0.5714285714285715,0.0,0.5
yıkanabilir halı,sevimli kedi şekilli halı kabarık peluş süper yumuşak kız odası salon kanepe kaymaz halı,algorand home,ev & mobilya,0.7614864,0.0047569275,0.4,1.0,0.5
kadın dijital saat,casual serisi - taşlı kol saati,pullmarkt,aksesuar,0.6033056,0.00032496452,0.3673469387755102,0.8,0.5
kadın dijital saat,silikon kordon led genç kız kol saati,mmctech,aksesuar,0.01329377,9.3877316e-05,0.36363636363636365,0.8,0.5
şık terlik,bordo kadın topuklu terlik 4937,eformoda by emre yılmaz,ayakkabı,0.52198476,0.71728516,0.75,1.0,0.5
şık terlik,kadın incili kapalı terlik,show life,ayakkabı,0.68206054,0.8857422,0.75,1.0,0.5
şık terlik,pırlanta gt1yzm 13069 kadın terlik,gezer,ayakkabı,0.6681425,0.7705078,0.75,1.0,0.5
şık terlik,d277 garantili şeffaf topuk şeffaf bant kadın ayakkabısı,daxtors,ayakkabı,0.047121488,0.000115931034,0.23728813559322035,0.0,0.0
greyder kadın,kadın taba çapraz çanta 5k2cn69761,greyder,aksesuar,0.78162533,0.21142578,0.5555555555555556,1.0,0.5
greyder kadın,kadın siyah hakiki deri çapraz çanta 5k2cn69784,greyder,aksesuar,0.6696921,0.092041016,0.5555555555555556,1.0,0.5
spiderman ayakkabı,dake.f4fx lacivert erkek çocuk sneaker,spiderman,ayakkabı,0.7503475,0.05480957,0.2857142857142857,0.0,0.0
mood sticker,"little joys sticker book -1700adet etiket - ajanda, günlük, planlayıcı, bullet journal, sticker set",colortouch,kırtasiye & ofis malzemeleri,0.18805684,0.00090026855,0.736842105263158,1.0,0.5
bordo deri ceket,suni deri ceket fermuarlı kruvaze cepli,koton,giyim,0.32782435,0.0027046204,0.7692307692307692,1.0,1.0
aleovera,nemlendirici ve rahatlatıcı aloe vera jel 300 ml,dermokil,kozmetik & kişisel bakım,0.7438632,0.0052604675,0.25,0.0,0.0
dayson,extra poliüretan mastik yapıştırıcı siyah 280 ml.,dayson,banyo yapı & hırdavat,0.72258186,0.09741211,0.14545454545454548,0.0,0.0
dayson,airwrap i.d.™ saç şekillendirme ve kurutma seti kıvırcık+bukleli (jasper plum),dyson,elektronik,0.76761067,0.86083984,0.09523809523809518,0.0,0.0
dayson,v15 detect absolute kablosuz süpürge,dyson,elektronik,0.34097013,0.023147583,0.1428571428571429,0.0,0.0
dayson,v15s detect submarine™ islak ve kuru temizleme özellikli kablosuz süpürge,dyson,elektronik,0.32591286,0.016525269,0.1012658227848101,0.0,0.0
dayson,gen5detect™ absolute (mor/gri) kablosuz süpürge,dyson,elektronik,0.30915058,0.019561768,0.15094339622641514,0.0,0.0
og,organik karışık sebzeli tam buğday tel şehriye 180 gr +8 ay,og natural,süpermarket,0.58088917,0.031143188,0.06557377049180331,0.0,0.0
og,organik üzüm pekmezi 300 gr,og natural,süpermarket,0.785456,0.20996094,0.13793103448275856,0.0,0.0
og,organik gece muhallebisi (pestisit ve aflatoksin analizli) 200gr (papatya ve rezene ilaveli),beyorganik,süpermarket,0.03836819,0.00026726723,0.04395604395604394,0.0,0.0
hot wheels premium,premium nissan skyline gt-r (bcnr33) (1/64) modern classics,hot wheels,hobi & eğlence,0.7726849,0.9506836,0.56,1.0,1.0
hot wheels premium,premium pop culture the nightmare before christmas citroen type h hxd63 jbl78,hot wheels,hobi & eğlence,0.72624505,0.92626953,0.56,1.0,1.0
hot wheels premium,premium car culture euro speed bugatti bolide fpy86 jbk79,hot wheels,hobi & eğlence,0.6606026,0.91015625,0.56,1.0,1.0
hot wheels premium,premium fast & furious nissan silvia (s15),hot wheels,hobi & eğlence,0.46635553,0.22033691,0.56,1.0,1.0
3 yaş puzzle,2-3 parçalı 40 adet kalın bebek yapbozu karışık 5'li set,evakanca,anne & bebek & çocuk,0.18661493,0.00017809868,0.23529411764705885,0.0,0.0
maf,bruno gold 100 ml unisex parfüm,mad parfüm,kozmetik & kişisel bakım,0.060393497,0.00042891502,0.17647058823529405,0.0,0.0
elbise askılık,amerikan kapı arkası askılığı 12 kancalı paslanmaz krom pratik askılık,uygunhomes,ev & mobilya,0.30840436,0.002462387,0.6666666666666665,1.0,0.5
beta glukan,complex 30 kapsül,imunol,süpermarket,0.46244574,0.99121094,0.2857142857142857,0.0,0.0
rahat spor ayakkabı,ds.pmd239k2051 beyaz bej kadın sneaker günlük spor ayakkabı,dark seer,ayakkabı,0.78781545,0.8417969,0.8125,1.0,0.6666666666666666
jogger pantolon,"likralı, beli lastikli kot erkek kargo pantolon - erkek kot pantolon",modacix,giyim,0.62835366,0.005470276,0.6956521739130435,1.0,0.5
jogger pantolon,yeni sezon esnek kumaş pantolon,elitwear,giyim,0.74799913,0.28198242,0.6956521739130435,1.0,0.5
jogger pantolon,geniş paça düşük bel modal eşofman altı,fablair,giyim,0.6527377,0.06109619,0.2222222222222223,0.0,0.0
jogger pantolon,pamuklu beli bağcıklı şardonlu jogger eşofman altı,koton,giyim,0.33578607,0.008781433,0.5714285714285715,0.0,0.5
jogger pantolon,dora jeans erkek açık mavi boyfriend kot pantolon,dorajeans,giyim,0.75655687,0.00283432,0.6956521739130435,1.0,0.5
defacto deri mont,dik yaka fermuarlı şişme siyah kız çocuk mont f0054a8/bk27,defacto,giyim,0.6005178,0.010948181,0.38095238095238093,1.0,1.0
şampuan şişesi,3lü şampuan duş jeli ve saç kremi 500 ml plastik özel dusset,lalezen home,ev & mobilya,0.14361306,0.0013303757,0.6666666666666665,0.0,0.5
mutfak masası örtüsü,masa örtüsü piknik örtüsü  sofrabezi kamp masası örtüsü,evrossa,ev & mobilya,0.73104745,0.03918457,0.7878787878787878,1.0,0.6666666666666666
bayan şişme mont,siyah içi kürklü ve su geçirmez kadın kışlık mont & kaban,marjinal city,giyim,0.7336795,0.10107422,0.4,1.0,0.5
hasır halı,halfmoon serisi yarım yuvarlak jüt kapı önü girişler için karşılama paspası,sfb,ev & mobilya,0.078859,7.7843666e-05,0.2117647058823529,0.0,0.0
açılır kapanır yuvarlak masa,baba ayak ilaveli ahşap masa,altan home,ev & mobilya,0.750537,0.9897461,0.4642857142857143,1.0,0.25
açılır kapanır yuvarlak masa,katlanabilir yer piknik ve kahvaltı sofrası sahil kamp sofrası dekoratif şık modern,igemtasarim,ev & mobilya,0.012834056,0.0001398325,0.36893203883495146,0.0,0.0
kadın dolgu topuklu terlik,marya,hco,ayakkabı,0.36444944,0.00094747543,0.12903225806451615,0.0,0.0
kadın dolgu topuklu terlik,terra kadın anatomik önü kapalı ayarlanan tokalı comfort rahat kadın esnek hemşire günlük ev terlik,polomia,ayakkabı,0.12003418,0.0050621033,0.631578947368421,1.0,0.3333333333333333
kadın dolgu topuklu terlik,air taban doktor hemşire hastane aşçı terliği çiçek desenli,dr. mitra,ayakkabı,0.08118793,0.0010204315,0.3294117647058823,0.0,0.0
kadın dolgu topuklu terlik,önü kapalı masaj tabanlı anatomik yumuşak günlük terlik,babetty,ayakkabı,0.25638902,0.0026721954,0.4197530864197531,1.0,0.3333333333333333
biorichi çay ağacı kremi,petra çay ağacı merhemi 250 ml,biorichi,süpermarket,0.09450298,0.00021481514,0.5555555555555556,0.0,0.6666666666666666
clear,men cool sport menthol kepeğe karşi etkili şampuan 350 ml +180 ml 2' li set x 3 adet,clear,kozmetik & kişisel bakım,0.77741253,0.11657715,0.11627906976744186,0.0,0.0
clear,women kepeğe karşı etkili saç bakım şampuanı hyaluron nem terapisi 350 ml x3,clear,kozmetik & kişisel bakım,0.544829,0.046722412,0.09876543209876544,0.0,0.0
clear,men kepeğe karşı etkili şampuan ferahlatıcı mentol etkisi 485 ml x 3,clear,kozmetik & kişisel bakım,0.51103204,0.027801514,0.10958904109589042,0.0,0.0
clear,men cool sport menthol kepeğe karşi etkili şampuan 350 ml +180 ml 2' li set,clear,kozmetik & kişisel bakım,0.73794717,0.066223145,0.12987012987012989,0.0,0.0
clear,men cool sport menthol kepeğe karşi etkili şampuan 350 ml +180 ml 2' li set x 6 adet,clear,kozmetik & kişisel bakım,0.77928793,0.12658691,0.11627906976744186,0.0,0.0
clear,nem terapisi kadın şampuan 600 ml x3,clear,kozmetik & kişisel bakım,0.7796881,0.14123535,0.1463414634146342,0.0,0.0
